Segment Number,Scene Title ,Start Time (min),End Time (min),Start Time (s) , End Time (s) ,Scene Details - A Level ,Scene Details - B Level,Original B Levels (Janice) fixed,Space-In/Outdoor,Who-N/G/M,Name - All,Name - Focus,Name - Speaking,Space-In/Outdoor,Location,Camera Angle,Words on Screen ,Music Presence ,Temporal Relationship ,Type of Jump,Arousal,valence
639,,7:13,7:16,433,436,"Sherlock abruptly holds his hands in front of his face in delight. Sherlock says joyfully: ""we have got ourselves a serial killer. I love those. There's always something to look forward to."" Sherlock continues down the next flight of stairs quickly. He passes by another policeman standing guard by another door on that floor. ", ,,Indoor,"M, G","Sherlock, Anderson, 2 People in Coveralls, 2 Policemen",Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
640,,7:16,7:18,436,438,"Lestrade calls down the stairs: ""Why are you saying that?"" John stays silent. ", ,,Indoor,"M, G","John, Lestrade","John, Lestrade",Lestrade,Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
641,,7:18,7:21,438,441,"Sherlock stops going down the stairs and calls up to the others: ""Her case! Come on, where is her case? Did she eat it?""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
642,,7:21,7:23,441,443,"Another view of Lestrade and John staring intently down the stairs at Sherlock who continues: ""Someone else was here, and they took her case.""", ,,Indoor,"M, G","Sherlock, John, Lestrade","John, Lestrade",Sherlock,Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
643,,7:23,7:28,443,448,"Sherlock, more quietly as if talking to himself, says: ""So the killer must have driven here; forgot the case was in the car…""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
644,,7:28,7:30,448,450,"John from the top of the stairs calls down to Sherlock :""She could have checked into a hotel, left her case there.""", ,,Indoor,"M, G","John, Lestrade","John, Lestrade",John,Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
645,,7:30,7:38,450,458,"Sherlock looks up the stairs again and calls up to John: ""No, she never got to the hotel. Look at her hair. She colour-coordinates her lipstick and her shoes. She'd never have left any hotel with her hair still looking…"" Sherlock then stops talking as he makes a realisation.", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
646,,7:38,7:42,458,462,"Sherlock says: ""Oh."" His eyes widen and his face lights up. He exclaims: ""Oh!"" He then claps his hands together in delight.", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,No,,,5,+
647,,7:42,7:43,462,463,"John from the top of the stairs says: ""Sherlock?"" Lestrade leans over the railings and asks: ""What is it, what?""", ,,Indoor,"M, G","John, Lestrade","John, Lestrade","John, Lestrade",Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
648,,7:43,7:47,463,467,"Sherlock, smiling cheerfully to himself, says: ""Serial killers are always hard. You have to wait for them to make a mistake.""", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
649,,7:47,7:48,467,468,"Lestrade leans against the railings and exclaims: ""We can't just wait!""", ,,Indoor,"M, G","John, Lestrade","John, Lestrade",Lestrade,Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
650,,7:48,7:55,468,475,"Sherlock says looking up: ""Oh we're done waiting."" He starts to hurry down the stairs again. He then continues: ""Look at her, really look! Houston, we have a mistake. Get on to Cardiff: find out who Jennifer Wilson's family and friends are. Find Rachel!"" Sherlock reaches the bottom of the stairs and disappears from view. ", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Long",,Yes,,,5,+
651,,7:55,7:57,475,477,"Lestrade, calling after Sherlock, says: ""Of course, yeah - But what mistake?!""", ,,Indoor,"M, G","John, Lestrade","John, Lestrade",Lestrade,Indoor,Lauriston Gardens - Stairway,"Low Angle, Medium",,Yes,,,5,+
652,,7:57,8:00,477,480,"Sherlock comes back into view and runs up a couple of stairs so that he can be seen before he stops and yells up to Lestrade: ""PINK!"" He then leaves the building. ", ,,Indoor,M,Sherlock,Sherlock,Sherlock,Indoor,Lauriston Gardens - Stairway,"Top, Medium",,Yes,,,5,+
653,,8:00,8:04,480,484,"Back to a view of the stunned faces of Lestrade and John at the top of the stairs. Anderson goes by and says: ""Let's get on with it."" ","35. Everyone gets on with the investigation, while John is left alone. John walks out of the building slowly with his limp and eventually meets Donovan at the police tape once again. John asks where the main road is, since it seems like Sherlock left without notice. Donovan gives John the advice to stay away from Sherlock, stating that Sherlock enjoys investigations because he is a psychopath. ", ,Indoor,"M, G","John, Lestrade, Anderson ",John,Anderson,Indoor,Lauriston Gardens - Stairway,Medium,,Yes,,,3,+
654,,8:04,8:10,484,490,"More people in coveralls and a man in a suit come up the stairs to get the investigation going.  Lestrade goes back into the crime scene, while John is remaining standing outside awkwardly out of place. ",Segment 653-684,,Indoor,"M, G","John, Lestrade, People in Coveralls, Policeman, Man in a suit",John,,Indoor,Lauriston Gardens - Stairway,Medium,,Yes,,,3,+
655,Lonely John,8:10,8:18,490,498,"Forgotten by everyone else, John hesitates on the landing for a moment and then slowly starts making his way down the stairs. ", ,,Indoor,M,John,John,,Indoor,Lauriston Gardens - Stairway,"Tracking, Medium",,Yes,,,3,+
656,,8:18,8:27,498,507,"While going down the stairs, a couple more police officers hurry up and one of them bumps against him, throwing him off-balance and making him lurch heavily against the bannisters. The man hurries on without a word, although his colleague does at least look apologeticaly at John as he passes. ", ,,Indoor,"M, G","John, 2 Policemen",John ,,Indoor,Lauriston Gardens - Stairway,Top,,Yes,,,3,+
657,,8:27,8:32,507,512,"John gets out of the building. He has removed his coveralls and put his jacket back on, and now walks onto the street. There are many police officers and people around the building. Looking all around, he can see no sign of Sherlock. ", ,,Outdoor,"M, G","John, Policemen",John,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,3,+
658,,8:32,8:41,512,521,"John walks toward the police tape, still looking around. Donovan is at the police tape speaking with a police man. ", ,35. Watch out for SH,Outdoor,"M, G","John, Donovan, Policeman",John ,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,3,+
659,,8:41,8:42,521,522,"Donovan, standing at the tape alongside a police man, sees him and says: ""He's gone.""", ,,Outdoor,"M, G","John, Donovan, Policeman",John,Donovan,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,3,+
660,,8:42,8:43,522,523,"John asks Donovan: ""Sherlock Holmes?""", ,,Outdoor,"M, G","John, Donovan, Policeman",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
661,,8:43,8:46,523,526,"Donovan: ""Yeah, he just took off. He does that.""", ,,Outdoor,"M, G","John, Donovan, Policeman",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
662,,8:46,8:47,526,527,"John asks Donovan: ""Is he coming back?""", ,,Outdoor,"M, G","John, Donovan, Policeman",Donovan,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
663,,8:47,8:48,527,528,"Donovan: ""Didn't look like it.""", ,,Outdoor,"M, G","John, Donovan, Policeman",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
664,,8:48,8:55,528,535,"John: ""Right."" He looks around the area again thoughtfully, unsure of what to do. John says quietly: ""Right….yes."" Donovan has gone back to talking with the police man near the tape. ", ,,Outdoor,"M, G","John, Donovan, Policeman",John,John,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,3,+
665,,8:55,8:57,535,537,"John turns to Donovan again and asks: ""Sorry, where am I?""", ,,Outdoor,"M, G","John, Donovan, Policeman",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
666,,8:57,8:59,537,539,"Donovan turns around and answers: ""Brixton."" ", ,,Outdoor,"M, G","John, Donovan, Policeman",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
667,,8:59,9:08,539,548,"John asks Donovan: ""Right. Er, Do you know where I could get a cab? It's just, er… well…"" H e looks down awkwardly at his walking stick and says: ""…my leg.""", ,,Outdoor,"M, G","John, Donovan, Policeman",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,3,+
668,,9:08,9:13,548,553,"Donovan: ""Er…"" She steps over to the tape and lifts it for him and says: ""…try the main road.""", ,,Outdoor,G,"Donovan, Policeman",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,3,+
669,,9:13,9:14,553,554,"John says: ""Thanks"" and ducks under the tape. ", ,,Outdoor,"M, G","John, Donovan, Policeman","John, Donovan",John,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,+
670,,9:14,9:16,554,556,"Donovan says: ""But you are not his friend."" John stops in his tracks", ,,Outdoor,"M, G","John, Donovan",John,Donovan,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,-
671,,9:16,9:21,556,561,"Donovan: ""He doesn't have any friends."" John then turns back towards her. Donovan continues: ""So who are you?""", ,,Outdoor,"M, G","John, Donovan",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
672,,9:21,9:24,561,564,"John replies: ""I'm…I'm nobody. I just met him. """, ,,Outdoor,"M, G","John, Donovan",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
673,,9:24,9:26,564,566,"Donovan: ""Okay, bit of advice then: stay away from that guy.""", ,,Outdoor,"M, G","John, Donovan",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
674,,9:26,9:28,566,568,"John question asks: ""Why?"" Donovan doesn't answer right away. ", ,,Outdoor,"M, G","John, Donovan",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
675,,9:28,9:31,568,571,"Donovan: ""You know why he's here? intending""", ,,Outdoor,"M, G","John, Donovan",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
676,,9:31,9:33,571,573,"John doesn't answer, he has an unknowing unaware look. ", ,,Outdoor,"M, G","John, Donovan",John,,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
677,,9:33,9:49,573,589,"Donovan continues: ""He's not paid or anything. He likes it. He gets off on it. The weirder the crime, the more he gets off. And you know what? One day just showing up won't be enough. One day sherlock murder we'll be standing round a body and Sherlock Holmes will be the one that put it there."" ", ,,Outdoor,"M, G","John, Donovan",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
678,,9:49,9:50,589,590,"John: ""question Why would he do that?""", ,,Outdoor,"M, G","John, Donovan",John,John,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
679,,9:50,9:52,590,592,"Donovan: ""Because he's a psychopath."" She nods while speaking. ", ,,Outdoor,"M, G","John, Donovan",Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
680,,9:52,9:53,592,593,"John doesn't know what to say. Donovan continues in the background: ""Psychopaths get bored.""", ,,Outdoor,"M, G","John, Donovan",John,Donovan,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Medium",,Yes,,,4,-
681,,9:53,9:56,593,596,"Lestrade calls out to Donovan near the entrance to the house: ""Donovan!"" Donovan turns and calls to him: ""Coming!""", ,,Outdoor,G,"Lestrade, Donovan",Donovan,Lestrade,Outdoor,Lauriston Gardens - Street ,"Over the Shoulder, Long",,Yes,,,4,-
682,,9:56,9:59,596,599,John is still standing near the tape. Expressionless. He looks at Donovan who is making her way inside the house. , ,,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,-
683,,9:59,10:03,599,603,"Donovan turns around toward John and calls out to John: ""Stay away from Sherlock Holmes""", ,,Outdoor,G,Donovan,Donovan,Donovan,Outdoor,Lauriston Gardens - Street ,Long,,Yes,,,4,-
684,,10:03,10:07,603,607,"John watches her go, then looks around for a moment. ", ,,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,-
685,,10:07,10:10,607,610,John turns and eyes the distance he has to go to get to the main road. ,"36. John heads toward the main road when a public telephone rings to his right. Once he reaches the main road, he tries to unsuccessfully hail a taxi. As he is walking, a phone in a fast food retaurant rings, then another phone in a telephone box rings. ", ,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,+
686,,10:10,10:18,610,618,John begins to limp down the road. He is looking up toward his left.,Segment 685-694,,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Long,,Yes,,,4,+
687,,10:18,10:21,618,621,The sound of a telephone ringing is heard and John stops walking. , ,36. Phone booth ringing,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Long,,Yes,,,4,+
688,,10:21,10:25,621,625,John turns to where the sound is coming from. It is from a public telephone in a red booth. He looks at it for a few seconds. , ,,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Long,,Yes,,,4,+
689,,10:25,10:28,625,628,"John looks down at his watch, shakes his head and continues down the road. ", ,,Outdoor,M,John,John,,Outdoor,Lauriston Gardens - Street ,Long,,Yes,,,4,+
690,,10:28,10:33,628,633,A view of the telephone booth. It stops ringing as John starts walking away. , ,,Outdoor,N,Nobody,,,Outdoor,Lauriston Gardens - Street ,Medium,,Yes,,,4,+
691,,10:33,10:37,633,637,"Not long afterwards, John is walking down the main road. He tries to hail a passing taxi. John yells out: ""Taxi! Taxi…"" The taxi passes him by", ,,Outdoor,"M, G","John, People on the street ",John,John,Outdoor,Main Road/Brixton High Road,Medium,,No,Jump,2,4,+
692,,10:37,10:45,637,645,"In Chicken Cottage, the fast food restaurant outside which John is stand, the payphone on the wall begins to ring. John turns and looks as one of the serving staff walks over to it but as he reaches for the phone, it stops. ", ,,Outdoor,"M, G","John, Chicken Cottage Serving Staff",John,,Outdoor,Main Road/Brixton High Road,Medium,,No,,,4,+
693,,10:45,10:49,645,649,John stares at the phone from the outside for a moment then resumes walking. , ,,Outdoor,M,John,John,,Outdoor,Main Road/Brixton High Road,Medium,,No,,,4,+
694,,10:49,10:57,649,657,John is walking on down the road and shortly afterwards approaches another public telephone box. The phone inside starts to ring. , ,,Outdoor,M,"John, People on the street ",John,,Outdoor,Main Road/Brixton High Road,Medium,,No,,,4,+
695,Phone Box - Mysterious Call ,10:57,11:04,657,664,"John stops. Mystified by this, he looks left and right to see if anyone else is going to pick up.","37. John goes into the telephone box and picks up the phone. The voice of a mysterious man then lets John know that he is being watched by moving all CCTV cameras away from John, then tells John to get into a black car that pulls up by the telephone box. John gets into the car, since he has no other choice. ", ,Outdoor,M,"John, People on the street ",John,,Outdoor,Phone Box on Brixton Road,Medium,,No,,,4,+
696,,11:04,11:07,664,667,John reaches for the telephone booth door and goes into the telephone box. ,Segment 695-718,,Outdoor,M,"John, People on the street ",John,,Outdoor,Phone Box on Brixton Road,Medium,,No,,,4,+
697,,11:07,11:12,667,672,"John lifts the phone, puts it to his ear and says: ""Hello?""", ,,Outdoor,M,John,John,John,Outdoor,Phone Box on Brixton Road,Close Up,,No,,,4,-
698,,11:12,11:21,672,681,"A man's voice speaks down on the phone. The man says: ""There is a security camera on the building to your left. Do you see it?"" John does not turn his head. He frowns.", ,,Outdoor,"M, G","John, The Man",John,The Man,Outdoor,Phone Box on Brixton Road,Close Up,,Yes,,,4,-
699,,11:21,11:25,681,685,"John: ""who is this?"" There is no answer. John asks again: ""who is speaking?""", ,,Outdoor,M,John,John,John,Outdoor,Phone Box on Brixton Road,Close Up,,Yes,,,4,-
700,,11:25,11:28,685,688,"Camera's point of view of John in the phone box. The man says: ""Do you see the camera, Doctor Watson?"" The camera zooms in. John is looking through the window of the phone box.", ,,Outdoor,"M, G","John, The Man",John,The Man,Outdoor,Phone Box on Brixton Road,"Point of View, Close Up",,Yes,,,4,-
701,,11:28,11:29,688,689,A shot of the CCTV camera high up on the wall of a nearby building, ,,Outdoor,N,Nobody,,,Outdoor,Phone Box on Brixton Road,Medium,,Yes,,,4,-
702,,11:29,11:30,689,690,"John replies: ""Yeah, I see it."" ", ,,Outdoor,"M, G",John,John,John,Outdoor,Phone Box on Brixton Road,Close Up,,Yes,,,4,-
